дата	давление	температура
д.м.г	кг/см2	оС
1	2	3
19.03.2006	89,40	21,30
20.03.2006	87,90	21,80
21.03.2006	88,60	21,50
22.03.2006	85,40	20,70
23.03.2006	86,20	20,90
24.03.2006	86,70	21,10
25.03.2006	86,80	20,80
26.03.2006	86,70	20,70
27.03.2006	89,30	21,10
28.03.2006	89,70	21,80
29.03.2006	89,00	21,70
30.03.2006	88,90	21,60
31.03.2006	89,00	22,00
01.04.2006	88,76	21,95
02.04.2006	87,95	21,36
03.04.2006	87,88	21,72
04.04.2006	87,58	21,28
05.04.2006	88,52	21,50
06.04.2006	89,09	21,99
07.04.2006	89,38	22,06
08.04.2006	89,20	21,66
09.04.2006	89,25	36,88
10.04.2006	89,08	22,26
11.04.2006	89,08	22,18
12.04.2006	87,76	22,01
13.04.2006	84,85	21,15
14.04.2006	84,31	20,66
15.04.2006	88,84	21,24
16.04.2006	88,95	21,85
17.04.2006	88,99	21,93
18.04.2006	88,92	21,64
19.04.2006	87,13	21,17
20.04.2006	88,87	22,08
21.04.2006	89,00	22,10
22.04.2006	88,89	22,02
23.04.2006	88,50	20,57
24.04.2006	88,91	22,08
25.04.2006	88,70	21,79
26.04.2006	87,85	21,34
27.04.2006	88,29	21,31
28.04.2006	88,26	21,54
29.04.2006	88,35	21,65
30.04.2006	88,45	22,09
01.05.2006	88,46	21,87
02.05.2006	88,09	21,94
03.05.2006	88,36	21,64
04.05.2006	86,12	20,89
05.05.2006	86,46	21,25
06.05.2006	86,33	21,20
07.05.2006	89,16	22,18
08.05.2006	89,70	22,37
09.05.2006	89,60	22,54
10.05.2006	88,28	21,94
11.05.2006	88,94	22,23
12.05.2006	88,93	22,24
13.05.2006	88,76	22,14
14.05.2006	88,98	22,15
15.05.2006	89,15	21,80
16.05.2006	89,22	21,66
17.05.2006	89,25	21,15
18.05.2006	88,99	20,81
19.05.2006	88,80	20,87
20.05.2006	88,88	20,97
21.05.2006	89,17	21,10
22.05.2006	89,21	21,19
23.05.2006	88,92	20,92
24.05.2006	89,05	21,22
25.05.2006	57,60	17,60
26.05.2006		
27.05.2006		
28.05.2006		
29.05.2006		
30.05.2006	59,16923077	8,130769231
31.05.2006	81,48461538	15,21538462
01.06.2006	86,47692308	17,58461538
02.06.2006	86,12307692	17,38461538
03.06.2006	82,96153846	17,97692308
04.06.2006	83,60769231	18,4
05.06.2006	84,13076923	19,73076923
06.06.2006	81,93846154	20,37692308
07.06.2006	83,80230769	19,16153846
08.06.2006	84,00769231	19,47692308
09.06.2006	81,31538462	19,47692308
10.06.2006	80,96923077	19,52307692
11.06.2006	81,44615385	20,22307692
12.06.2006	80,35384615	19,36153846
13.06.2006	80,39230769	19,51538462
14.06.2006	80,47692308	19,43076923
15.06.2006	80,85384615	19,63076923
16.06.2006	82,17692308	19,82307692
17.06.2006	83,08461538	20,26153846
18.06.2006	82,36923077	20,43846154
19.06.2006	82,23846154	20,47692308
20.06.2006	81,71538462	20,25384615
21.06.2006	82,23076923	20,79230769
22.06.2006	82,94615385	21,45384615
23.06.2006	79,38461538	21,10769231
24.06.2006	87,72307692	21,71769231
25.06.2006	88,36923077	23,21538462
26.06.2006	88,75384615	23,5
27.06.2006	88,87692308	23,63846154
28.06.2006	88,93846154	23,81538462
29.06.2006	88,4	23,64615385
30.06.2006	79,99230769	23,73846154
01.07.2006	87,35384615	23,01538462
02.07.2006	87,41538462	23,49230769
03.07.2006	83,20769231	22,9
04.07.2006	83,35384615	22,80769231
05.07.2006	83,34615385	22,43076923
06.07.2006	87,03846154	22,87692308
07.07.2006	86,30769231	22,70769231
08.07.2006	86,21538462	23,10769231
09.07.2006	86,66923077	23,5
10.07.2006	86,60769231	23,37692308
11.07.2006	86,84615385	23,59230769
12.07.2006	86,98461538	23,83076923
13.07.2006	86,87692308	24,00769231
14.07.2006	86,48461538	23,80769231
15.07.2006	88,48461538	24,8
16.07.2006	87,22307692	24,39230769
17.07.2006	86,10769231	24,13076923
18.07.2006	85,90769231	24,42307692
19.07.2006	87,86153846	24,33076923
20.07.2006	91,70769231	25,23076923
21.07.2006	91,24615385	25,55384615
22.07.2006	90,92307692	25,54923077
23.07.2006	95,01538462	27,17692308
24.07.2006	95,46923077	28,21538462
25.07.2006	93,69230769	27,33846154
26.07.2006	93,88461538	27,12307692
27.07.2006	94,3	28,02307692
28.07.2006	93,94846154	27,65384615
29.07.2006	91,55384615	26,88461538
30.07.2006	91,96923077	27,23076923
31.07.2006	91,83076923	27,22307692
01.08.2006	94,06153846	27,28461538
02.08.2006	96,26153846	27,92307692
03.08.2006	93,18461538	26,03076923
04.08.2006	98,20769231	27,19230769
05.08.2006	98,44615385	27,36923077
06.08.2006	97,8	27,33846154
07.08.2006	96,27692308	26,89230769
08.08.2006	95,46153846	26,06923077
09.08.2006	95,97692308	26,88461538
10.08.2006	97,48461538	27,33076923
11.08.2006	98,08461538	27,56923077
12.08.2006	98,25384615	27,39230769
13.08.2006	97,52307692	26,83846154
14.08.2006	96,85384615	26,69230769
15.08.2006	96,94615385	26,95384615
16.08.2006	97,5	26,72307692
17.08.2006	97,40769231	26,72307692
18.08.2006	97,65384615	26,84615385
19.08.2006	95,73846154	26,73846154
20.08.2006		
21.08.2006		
22.08.2006		
23.08.2006		
24.08.2006		
25.08.2006		
26.08.2006		
27.08.2006		
28.08.2006		
29.08.2006		
30.08.2006		
31.08.2006		
01.09.2006		
02.09.2006		
03.09.2006		
04.09.2006		
05.09.2006		
06.09.2006		
07.09.2006		
08.09.2006		
09.09.2006		
10.09.2006		
11.09.2006	78,22307692	16,07692308
12.09.2006	78,01538462	18,50769231
13.09.2006	81,82307692	17,66153846
14.09.2006	83,8	18,60769231
15.09.2006	85,52307692	19,06923077
16.09.2006	86,47692308	19,76923077
17.09.2006	86,16153846	18,98461538
18.09.2006	84,42307692	19
19.09.2006	84,12307692	18,17692308
20.09.2006	85,66153846	19,43076923
21.09.2006	86,48461538	19,80769231
22.09.2006	65,08461538	13,89230769
23.09.2006	85,11538462	19,40769231
24.09.2006	87,47692308	20,32307692
25.09.2006	86,92307692	20,11538462
26.09.2006	90,69230769	19,93846154
27.09.2006	92,23076923	20,09230769
28.09.2006	92,03076923	20,5
29.09.2006	92,03846154	34,20769231
30.09.2006	92,23076923	20,60769231
01.10.2006	92,65384615	20,45384615
02.10.2006	89,91538462	19,7
03.10.2006	89,77692308	19,43846154
04.10.2006	93,08461538	20,65384615
05.10.2006	86,63076923	19,28692308
06.10.2006	87,13846154	18,3
07.10.2006	91,89230769	19,67692308
08.10.2006	90,8	20,5
09.10.2006	88,87692308	19,72307692
10.10.2006	88,86923077	17,7
11.10.2006	90,62307692	19,50769231
12.10.2006	91,09230769	20,29230769
13.10.2006	91,96923077	20,27692308
14.10.2006	91,50769231	19,98461538
15.10.2006	91,35384615	20,23846154
16.10.2006	90,98461538	20,15384615
17.10.2006	90,92307692	20,2
18.10.2006	91,2	20,74615385
19.10.2006	91,2	20,9
20.10.2006	90,74615385	20,45384615
21.10.2006	90,34615385	20,06923077
22.10.2006	90,07692308	20,03846154
23.10.2006	90,31538462	34,33846154
24.10.2006	90,33846154	20,50769231
25.10.2006	90,92307692	20,73076923
26.10.2006	91,43076923	20,60769231
27.10.2006	91,86153846	20,29230769
28.10.2006	92,1	20,52307692
29.10.2006	92,20769231	20,57692308
30.10.2006	92,73076923	35,91538462
31.10.2006	91,83846154	20,56153846
01.11.2006	91,8	19,9
02.11.2006	91,7	20,5
03.11.2006	88,9	19,7
04.11.2006	90,7	20,8
05.11.2006	91,5	20,1
06.11.2006	90,5	19,8
07.11.2006	89,7	20
08.11.2006	87	19,3
09.11.2006	82,1	17,1
10.11.2006	79,7	18,9
11.11.2006	92,2	20,3
12.11.2006	91,7	19,7
13.11.2006	88,6	20
14.11.2006	91,2	19,5
15.11.2006	91,5	20
16.11.2006	91,9	20,9
17.11.2006	92	21,1
18.11.2006	92,1	21,3
19.11.2006	92	21,2
20.11.2006	91,9	21,3
21.11.2006	90,2	20,9
22.11.2006	91,3	21,4
23.11.2006	92	22,1
24.11.2006	92,2	22,2
25.11.2006	92,1	22
26.11.2006	92,1	22
27.11.2006	91,7	22
28.11.2006	92,9	21,3
29.11.2006	91,4	21,6
30.11.2006	91,4	21,9
01.12.2006	90,4	21,9
02.12.2006	91,3	22,2
03.12.2006	91,2	22,1
04.12.2006	93,4	22
05.12.2006	91,3	22,2
06.12.2006	90	21,3
07.12.2006	92,2	22,2
08.12.2006	91,8	20,8
09.12.2006	90,9	21,6
10.12.2006	91	22,1
11.12.2006	91	22
12.12.2006	93,8	22,1
13.12.2006	94,2	22,9
14.12.2006	92,9	22,9
15.12.2006	91,3	22,6
16.12.2006	93	22,7
17.12.2006	93	23
18.12.2006	92,3	22,8
19.12.2006	92,4	23
20.12.2006	92,1	23
21.12.2006	92,1	22,8
22.12.2006	92,2	22,5
23.12.2006	92,2	22,5
24.12.2006	92,2	22,8
25.12.2006	89,9	22,3
26.12.2006	90,6	20,9
27.12.2006	90,6	20,7
28.12.2006	90,2	20,9
29.12.2006	90,3	20,7
30.12.2006	90,2	20,8
31.12.2006	90,1	20,8
01.01.2007	90,3	20,3
02.01.2007	89,7	20,2
03.01.2007	90,2	20,6
04.01.2007	90,4	20,9
05.01.2007	90,6	21,1
06.01.2007	90,4	21
07.01.2007	90,4	20,8
08.01.2007	90,6	21,1
09.01.2007	90,5	21
10.01.2007	90,5	20,8
11.01.2007	92,9	20,6
12.01.2007	92,3	22,8
13.01.2007	92,3	23,3
14.01.2007	92	23,3
15.01.2007	89,6	22,7
16.01.2007	89,7	22,7
17.01.2007	89,4	22,5
18.01.2007	89,6	22,6
19.01.2007	89,9	22,6
20.01.2007	89,9	22,8
21.01.2007	89,6	22,5
22.01.2007	88,4	21,2
23.01.2007	90,5	21,4
24.01.2007	89,3	20,1
25.01.2007	89,3	20,2
26.01.2007	89,2	20,2
27.01.2007	89,2	20,2
28.01.2007	89,5	20,3
29.01.2007	89,8	20,4
30.01.2007	89,8	20,4
31.01.2007	89,8	20,6
01.02.2007	89,8	20,2
02.02.2007	89,7	20,3
03.02.2007	89,7	20,4
04.02.2007	89,5	20,3
05.02.2007	89,6	20,5
06.02.2007	89,6	20,6
07.02.2007	89,8	20,8
08.02.2007	89,8	20,7
09.02.2007	89,9	20,7
10.02.2007	89,9	20,8
11.02.2007	89,9	20,9
12.02.2007	89,8	20,5
13.02.2007	89,9	20,5
14.02.2007	89,3	20,8
15.02.2007	89,2	21,1
16.02.2007	82,8	21,2
17.02.2007	90,3	20,6
18.02.2007	90,1	20,6
19.02.2007	90,4	20,9
20.02.2007	90,2	20,8
21.02.2007	90,5	21
22.02.2007	90,5	21,2
23.02.2007	90,1	20,7
24.02.2007	90,4	21
25.02.2007	90,4	21,2
26.02.2007	90,4	21,2
27.02.2007	90,6	21,2
28.02.2007	90,5	20,7
01.03.2007	90,8	20,9
02.03.2007	91,1	21,1
03.03.2007	91,9	20,5
04.03.2007	91,1	20,1
05.03.2007	90,6	19,8
06.03.2007	90,6	19,9
07.03.2007	90,9	20,2
08.03.2007	90,8	20,1
09.03.2007	90,7	20,1
10.03.2007	90,8	20,3
11.03.2007	90,8	20,5
12.03.2007	90,9	20,4
13.03.2007	90,8	20,2
14.03.2007	90,9	20,5
15.03.2007	92,9	20,6
16.03.2007	92,9	20,8
17.03.2007	93	20,9
18.03.2007	93	20,8
19.03.2007	92,7	20,8
20.03.2007	92,9	21
21.03.2007	93	21,1
22.03.2007	93,3	21,1
23.03.2007	93,4	21,2
24.03.2007	93,4	21,2
25.03.2007	93,4	21,1
26.03.2007	93,6	21,1
27.03.2007	93,6	21,3
28.03.2007	95,6	21,3
29.03.2007	95,4	21,2
30.03.2007	96	21,3
31.03.2007	96,5	21,4
01.04.2007	93,5	21,1
02.04.2007	98,9	20,6
03.04.2007	100,2	20,4
04.04.2007	101,2	20,5
05.04.2007	100,6	20,6
06.04.2007	101	20,8
07.04.2007	100,9	20,8
08.04.2007	100,7	20,7
09.04.2007	102,5	20,4
10.04.2007	100,6	20,6
11.04.2007	100,1	20,5
12.04.2007	98,2	20,2
13.04.2007	100,4	21,1
14.04.2007	100,6	21,1
15.04.2007	100,7	21,2
16.04.2007	100,6	21,1
17.04.2007	100,7	21
18.04.2007	100,7	21,3
19.04.2007	100,7	21
20.04.2007	100,9	21
21.04.2007	100,9	21,1
22.04.2007	100,8	20,8
23.04.2007	101	20,7
24.04.2007	100,8	20,6
25.04.2007	100,8	20,1
26.04.2007	100,9	20,3
27.04.2007	100,7	20,1
28.04.2007	102,5	20,6
29.04.2007	101,1	20,5
30.04.2007	92,3	19,8
01.05.2007	101,1	20,4
02.05.2007	101,5	20
03.05.2007	100,9	20
04.05.2007	103,1	20,4
05.05.2007	99,3	20,4
06.05.2007	100,9	20,4
07.05.2007	101	20,4
08.05.2007	100,4	21,2
09.05.2007	100,9	20,3
10.05.2007	100,1	19
11.05.2007	102	20,3
12.05.2007	103,8	20,7
13.05.2007	48,9	16
14.05.2007	103,9	18,4
15.05.2007	99,2	19,5
16.05.2007	99	19,5
17.05.2007	98,2	19,6
18.05.2007	94,8	20
19.05.2007	103,6	21,5
20.05.2007	98	19,9
21.05.2007	102,9	21,3
22.05.2007	103	22
23.05.2007	102,6	22
24.05.2007	100,1	21,3
25.05.2007	100,4	21,1
26.05.2007	102,4	20,5
27.05.2007	97	21,5
28.05.2007	103,7	20,3
29.05.2007	103,8	20,5
30.05.2007	95,1	19,4
31.05.2007	97,9	19,7
01.06.2007	102	20
02.06.2007	103,7	20,5
03.06.2007	103	21,3
04.06.2007	102,6	21,7
05.06.2007	102,5	22
06.06.2007	103,9	22,8
07.06.2007	104	21,1
08.06.2007	101,4	21,5
09.06.2007	100,9	21,3
10.06.2007	101,1	20,8
11.06.2007	102	21,1
12.06.2007	100,8	20,7
13.06.2007	101,5	21,2
14.06.2007	102,2	21,8
15.06.2007	101,3	21,7
16.06.2007	98,8	21,3
17.06.2007	104,4	22,3
18.06.2007	101,8	21,9
19.06.2007	103,6	22,4
20.06.2007	102,6	22,5
21.06.2007	103,9	23,3
22.06.2007	104	23,7
23.06.2007	104,3	22,8
24.06.2007	101,4	23,1
25.06.2007	103,6	23,7
26.06.2007	101,5	23,2
27.06.2007	103,2	24
28.06.2007	102,7	24,7
29.06.2007	103,1	25,3
30.06.2007	103,4	26
01.07.2007	104,4	23,9
02.07.2007	98,8	23
03.07.2007	104,1	22,7
04.07.2007	104,5	23
05.07.2007	106,3	23,1
06.07.2007	105,1	23,4
07.07.2007	105,5	23,6
08.07.2007	106,2	23,2
09.07.2007	103,7	23
10.07.2007	106	23,8
11.07.2007	106	23,5
12.07.2007	105,8	24
13.07.2007	105,8	24,2
14.07.2007	105,4	24,9
15.07.2007	106,6	25,4
16.07.2007	105,9	23,9
17.07.2007	105,4	23,9
18.07.2007	105,7	24,1
19.07.2007	105,8	24,2
20.07.2007	97	23,7
21.07.2007	96,5	23,4
22.07.2007	97,6	23,4
23.07.2007	97,8	24
24.07.2007	96,8	24,6
25.07.2007	96,1	23,5
26.07.2007	104,6	26,2
27.07.2007	91,8	24,4
28.07.2007	96,9	23,3
29.07.2007	94,4	25
30.07.2007	77,8	21,2
31.07.2007	81,5	20,1
01.08.2007	92,4	19,6
02.08.2007		
03.08.2007		
04.08.2007		
05.08.2007		
06.08.2007		
07.08.2007		
08.08.2007		
09.08.2007		
10.08.2007		
11.08.2007		
12.08.2007		
13.08.2007		
14.08.2007		
15.08.2007		
16.08.2007		
17.08.2007		
18.08.2007		
19.08.2007		
20.08.2007		
21.08.2007		
22.08.2007		
23.08.2007		
24.08.2007		
25.08.2007		
26.08.2007		
27.08.2007		
28.08.2007		
29.08.2007		
30.08.2007		
31.08.2007		
01.09.2007		
02.09.2007		
03.09.2007		
04.09.2007		
05.09.2007		
06.09.2007		
07.09.2007		
08.09.2007	83,8	21,8
09.09.2007	93,7	30,3
10.09.2007	87	20,1
11.09.2007	83,1	18,4
12.09.2007	93,6	17,1
13.09.2007	96,2	17,5
14.09.2007	95,1	17,7
15.09.2007	95,2	18,2
16.09.2007	97,3	19,3
17.09.2007	96,2	18,7
18.09.2007	97	20,7
19.09.2007	97	18,5
20.09.2007	96,2	17,5
21.09.2007	96,7	18,3
22.09.2007	96,3	18,1
23.09.2007	96,7	18,3
24.09.2007	95,3	18,6
25.09.2007	95,2	19,1
26.09.2007	97	19,9
27.09.2007	92,7	18,2
28.09.2007	95	18,6
29.09.2007	94,3	18
30.09.2007	94,5	18,3
01.10.2007	91,5	17,8
02.10.2007	102,2	20,3
03.10.2007	99,4	20,2
04.10.2007	99,7	20,4
05.10.2007	99,2	20,2
06.10.2007	98,9	20,2
07.10.2007	100,8	21,2
08.10.2007	97	19,7
09.10.2007	98	19,8
10.10.2007	98,7	19,1
11.10.2007	98,6	19,2
12.10.2007	98,1	19,2
13.10.2007	98	18,8
14.10.2007	98,4	19
15.10.2007	98,6	19,1
16.10.2007	99,1	19,3
17.10.2007	99,3	20,8
18.10.2007	98,8	19
19.10.2007	96,1	20,1
20.10.2007	94,5	19,7
21.10.2007	96,7	20,5
22.10.2007	96,5	21,2
23.10.2007	96	21
24.10.2007	96,5	21,4
25.10.2007	93,9	15,8
26.10.2007	97,5	16,4
27.10.2007	94,2	17
28.10.2007	98,1	16,9
29.10.2007	97,7	17,4
30.10.2007	97,1	17,4
31.10.2007	97,7	17,7
01.11.2007	95,2	18,8
02.11.2007	97,4	17,2
03.11.2007	94,2	17,8
04.11.2007	96,9	18,2
05.11.2007	94,2	17,3
06.11.2007	94	17,3
07.11.2007	94,6	17,3
08.11.2007	94,5	17,4
09.11.2007	93	17,8
10.11.2007	93,9	17,3
11.11.2007	93,8	17,3
12.11.2007	93,9	17,4
13.11.2007	94,3	17,2
14.11.2007	94,3	17,1
15.11.2007	93,9	17,1
16.11.2007	93,7	16,8
17.11.2007	89,2	16,8
18.11.2007	88,2	15,3
19.11.2007	93,2	16,7
20.11.2007	93,3	17
21.11.2007	93,1	17,2
22.11.2007	93,3	16,6
23.11.2007	93,8	17
24.11.2007	93,7	16,9
25.11.2007	93,6	16,8
26.11.2007	93,7	17
27.11.2007	94	17,2
28.11.2007	93,9	17,3
29.11.2007	93,8	17,5
30.11.2007	93,9	17
01.12.2007	95,2	17,1
02.12.2007	95,3	17,3
03.12.2007	95,4	17,4
04.12.2007	95,4	17,6
05.12.2007	95,5	17,5
06.12.2007	95,2	17,6
07.12.2007	95,5	17,7
08.12.2007	95,7	17,7
09.12.2007	95,4	17,6
10.12.2007	95,5	17,8
11.12.2007	95,8	17,8
12.12.2007	95,3	17,4
13.12.2007	95,6	17,6
14.12.2007	95,4	17,6
15.12.2007	95,1	17,1
16.12.2007	95,1	17,4
17.12.2007	95,4	17,3
18.12.2007	95,4	17,4
19.12.2007	95	16,9
20.12.2007	95,1	17,2
21.12.2007	95,1	17,3
22.12.2007	95,2	17,6
23.12.2007	95,2	17,7
24.12.2007	95,4	17,8
25.12.2007	95,2	17,2
26.12.2007	95,7	17,9
27.12.2007	96,1	18,5
28.12.2007	96,4	16,5
29.12.2007	93,5	16,5
30.12.2007	100,1	17,6
31.12.2007	95,4	17,7
01.01.2008	97,5	18,1
02.01.2008	98	18,5
03.01.2008	96,6	19,1
04.01.2008	96,9	18,2
05.01.2008	96,8	18,2
06.01.2008	100,3	17,9
07.01.2008	97,4	18,2
08.01.2008	97	18
09.01.2008	96,9	17,6
10.01.2008	96,7	17,5
11.01.2008	96,8	17,4
12.01.2008	97,1	17,5
13.01.2008	97,1	17,5
14.01.2008	97,2	17,7
15.01.2008	97,3	18,2
16.01.2008	97,5	18,5
17.01.2008	97,1	18,3
18.01.2008	97,4	18,2
19.01.2008	97,7	18,6
20.01.2008	97,7	18,4
21.01.2008	97,6	18,5
22.01.2008	97,7	18,4
23.01.2008	97,9	18,4
24.01.2008	97,8	18,6
25.01.2008	98,1	18,5
26.01.2008	98,2	18,5
27.01.2008	98,5	18,5
28.01.2008	98,3	18,9
29.01.2008	97,1	18,8
30.01.2008	100,1	19
31.01.2008	98	19,1
01.02.2008	98	19
02.02.2008	98,5	19,3
03.02.2008	98,3	19,3
04.02.2008	98,2	19,4
05.02.2008	99,7	18,4
06.02.2008	99,9	18,5
07.02.2008	98,6	18,7
08.02.2008	99,8	18,5
09.02.2008	100,1	18,8
10.02.2008	100,1	18,9
11.02.2008	100,3	19
12.02.2008	100,7	19,4
13.02.2008	97,7	18,2
14.02.2008	100,8	18,3
15.02.2008	100,8	18,2
16.02.2008	100,9	18,6
17.02.2008	101,2	18,6
18.02.2008	93,5	18,3
19.02.2008	91,7	17,5
20.02.2008	94,2	17,7
21.02.2008	97,4	18,4
22.02.2008	98,2	19,2
23.02.2008	100,1	19,7
24.02.2008	98,6	20,7
25.02.2008	96,2	19,2
26.02.2008	94,5	18,9
27.02.2008	95	18,6
28.02.2008	94,3	18
29.02.2008	93,5	18,2
01.03.2008	95,3	19,3
02.03.2008	94,2	19,5
03.03.2008	98,5	20,8
04.03.2008	92,2	17,4
05.03.2008	92,2	16,6
06.03.2008	97,6	18,3
07.03.2008	97,1	18,3
08.03.2008	97,3	18,6
09.03.2008	97,5	18,7
10.03.2008	97,7	18,8
11.03.2008	97	18,7
12.03.2008	97	18,4
13.03.2008	96,9	18,3
14.03.2008	97,7	18,8
15.03.2008	97,8	18,8
16.03.2008	87,9	19,2
17.03.2008	97,1	19,1
18.03.2008	97,1	19,3
19.03.2008	96,6	18,9
20.03.2008	96,8	19
21.03.2008	95,2	19
22.03.2008	96,7	19,2
23.03.2008	96,6	18,8
24.03.2008	96,4	18,7
25.03.2008	96,8	19
26.03.2008	97,3	19,1
27.03.2008	96,7	19,1
28.03.2008	96,9	19,1
29.03.2008	96,4	19,3
30.03.2008	96,5	19,1
31.03.2008	96,5	19,1
01.04.2008	97,2	19,2
02.04.2008	96,8	19,1
03.04.2008	96,1	19
04.04.2008	95,7	18,8
05.04.2008	94,3	18,6
06.04.2008	94,5	18,8
07.04.2008	94,4	18,6
08.04.2008	94,7	18,6
09.04.2008	94,1	18,6
10.04.2008	94,7	18,4
11.04.2008	95,1	18,7
12.04.2008	95	19
13.04.2008	99,4	18,5
14.04.2008	95,3	18,7
15.04.2008	94,9	18,6
16.04.2008	95,3	18,9
17.04.2008	95,6	19,5
18.04.2008	96,2	19,6
19.04.2008	98	19,7
20.04.2008	97,8	19,9
21.04.2008		
22.04.2008		
23.04.2008	85,2	16,7
24.04.2008	91,7	14,8
25.04.2008	98,1	16,5
26.04.2008	95,2	17,6
27.04.2008	93,6	17,8
28.04.2008	95,9	17,7
29.04.2008	93,8	18,1
30.04.2008	93,1	18,2
01.05.2008	93,2	18,3
02.05.2008	91,7	18,4
03.05.2008	93,5	18,2
04.05.2008	93,8	18,1
05.05.2008	91	17,9
06.05.2008	92	17,7
07.05.2008		
08.05.2008		
09.05.2008		
10.05.2008		
11.05.2008		
12.05.2008		
13.05.2008		
14.05.2008		
15.05.2008		
16.05.2008		
17.05.2008		
18.05.2008		
19.05.2008		
20.05.2008		
21.05.2008		
22.05.2008		
23.05.2008		
24.05.2008		
25.05.2008		
26.05.2008		
27.05.2008		
28.05.2008		
29.05.2008		
30.05.2008		
31.05.2008		
01.06.2008	92,3	17,5
02.06.2008	92	17,7
03.06.2008	92,9	17,7
04.06.2008	90,9	18,3
05.06.2008	93,6	18,4
06.06.2008	92,9	18,6
07.06.2008	91,4	18,5
08.06.2008	89,2	17,9
09.06.2008	89,7	17,9
10.06.2008	78,2	17,3
11.06.2008	79,5	16,7
12.06.2008	82,2	19,3
13.06.2008	89,9	18,7
14.06.2008	90	19,7
15.06.2008	89,6	19,7
16.06.2008	84,1	18,5
17.06.2008	84,9	18,8
18.06.2008	84	18,4
19.06.2008	83,7	17,5
20.06.2008	81,7	17,5
21.06.2008	83,8	17,4
22.06.2008	83,5	17
23.06.2008	82,3	16,7
24.06.2008	82,5	16,6
25.06.2008	85,5	17,3
26.06.2008	90,6	18,6
27.06.2008	93,8	18,8
28.06.2008	91,8	19,2
29.06.2008	92,3	19,9
30.06.2008	87,4	19,9
01.07.2008	87,7	20,9
02.07.2008	87,5	21
03.07.2008	96,3	19,1
04.07.2008	91	20,2
05.07.2008	88,2	19,8
06.07.2008	91,8	19,6
07.07.2008	88	20,1
08.07.2008	90,9	19,1
09.07.2008	88,1	20,3
10.07.2008	91,8	20,3
11.07.2008	97,6	21,7
12.07.2008	95,5	21,6
13.07.2008	90,3	21,2
14.07.2008	92	21,8
15.07.2008	93,2	22
16.07.2008	92,5	22,2
17.07.2008	90,5	21,9
18.07.2008	92	22
19.07.2008	92,5	22,4
20.07.2008	92,8	22,5
21.07.2008	96,2	23,5
22.07.2008	96,7	23,9
23.07.2008	97,1	24,2
24.07.2008	98,6	24,7
25.07.2008	98,4	25
26.07.2008	97,6	25,1
27.07.2008	97,8	24,4
28.07.2008	93,8	23,7
29.07.2008	93,9	23,4
30.07.2008	96	23,2
31.07.2008	96,1	24
01.08.2008	96,4	24,2
02.08.2008	96,4	24,3
03.08.2008	96,6	24,4
04.08.2008	96,4	24,2
05.08.2008	96,4	24,1
06.08.2008	96,3	24,1
07.08.2008	96,4	24,1
08.08.2008	96,4	24,1
09.08.2008	96,4	24,4
10.08.2008	96,6	24,4
11.08.2008	91,5	23,7
12.08.2008	96,6	24,1
13.08.2008	96,8	24,3
14.08.2008	97,6	24,5
15.08.2008	97,9	24,8
16.08.2008	98,1	24,6
17.08.2008	97,6	24,6
18.08.2008	97,4	24,5
19.08.2008	96,8	24,5
20.08.2008	97,1	24,1
21.08.2008	97,1	24,5
22.08.2008	96,8	24,6
23.08.2008	97,1	24,7
24.08.2008	97,5	24,6
25.08.2008	97,8	24,8
26.08.2008	94,2	25,2
27.08.2008	97,6	24,6
28.08.2008	97,3	24,5
29.08.2008	96,3	24,1
30.08.2008	96,4	24,1
31.08.2008	90,8	23,8
01.09.2008		
02.09.2008		
03.09.2008		
04.09.2008		
05.09.2008		
06.09.2008		
07.09.2008		
08.09.2008		
09.09.2008		
10.09.2008		
11.09.2008		
12.09.2008		
13.09.2008		
14.09.2008		
15.09.2008		
16.09.2008		
17.09.2008		
18.09.2008		
19.09.2008		
20.09.2008		
21.09.2008		
22.09.2008		
23.09.2008		
24.09.2008		
25.09.2008		
26.09.2008		
27.09.2008		
28.09.2008		
29.09.2008	91,6	25,7
30.09.2008	86,3	18,8
01.10.2008	98,8	24,9
02.10.2008	93,3	18,9
03.10.2008	93,6	17,8
04.10.2008	78,1	16,3
05.10.2008	94,6	17,8
06.10.2008	93,9	17,8
07.10.2008	91,1	17
08.10.2008	94	18,2
09.10.2008	93,9	18,5
10.10.2008	83,2	19,4
11.10.2008	92,5	17,7
12.10.2008	94,4	18,3
13.10.2008	93,9	18,8
14.10.2008	93,8	18,8
15.10.2008	93,6	18,9
16.10.2008	93,9	18,7
17.10.2008	93,7	18,7
18.10.2008	93,8	19
19.10.2008	90,5	18,5
20.10.2008	90,8	18,7
21.10.2008	90,7	18,8
22.10.2008	92	18,3
23.10.2008	90	18,2
24.10.2008	90,1	18,2
25.10.2008	90,2	18
26.10.2008	90,12	18,1
27.10.2008	90,1	18,2
28.10.2008	90,3	18,2
29.10.2008	90,6	17,9
30.10.2008	90,4	18,2
31.10.2008	90,4	18,29
01.11.2008	87,2	17,6
02.11.2008	91,5	18,2
03.11.2008	91,5	18,4
04.11.2008	93,4	18,9
05.11.2008	89	18,7
06.11.2008	86,6	18,2
07.11.2008	87,1	18,8
08.11.2008	92,6	17,5
09.11.2008	93	18,1
10.11.2008	95,3	18,7
11.11.2008	86,5	17,3
12.11.2008		
13.11.2008	88	17,5
14.11.2008	89,7	18,5
